R000642|E0014|local_transport|2025-03-14|70.98
R002921|E0014|local_transport|2025-03-21|73.2
R004191|E0014|local_transport|2025-03-22|75.06
R003797|E0014|local_transport|2025-04-02|176.34
R002209|E0014|local_transport|2025-04-04|306.81
R000711|E0014|local_transport|2025-06-18|112.97
R000778|E0014|local_transport|2025-06-20|305.12
R000021|E0014|local_transport|2025-09-23|222.13
R003838|E0014|local_transport|2025-10-07|53.67
R000233|E0014|local_transport|2025-10-13|96.6
R000497|E0014|local_transport|2025-11-06|66.38
R002020|E0014|local_transport|2025-11-09|61.4
R002087|E0014|local_transport|2025-11-14|42.2
R003603|E0014|local_transport|2025-12-08|50.18
R000553|E0014|office_supplies|2025-01-19|352.55
R002317|E0014|office_supplies|2025-06-11|232.13
R001801|E0014|office_supplies|2025-11-02|123.96
R000399|E0014|office_supplies|2025-11-03|280.1
R002361|E0014|office_supplies|2025-12-01|302.52
R000310|E0014|office_supplies|2025-12-22|430.03
R003281|E0014|office_supplies|2025-12-29|346.17
R003082|E0014|training_fee|2025-02-24|1534.68
R000362|E0014|training_fee|2025-04-11|2111.17
R002273|E0014|training_fee|2025-05-27|1966.41
R001048|E0014|training_fee|2025-06-14|1928.26
R001737|E0014|training_fee|2025-08-31|2485.36
R001327|E0014|training_fee|2025-09-08|1637.83
R002938|E0014|training_fee|2025-10-19|2385.94
R001794|E0014|training_fee|2025-12-11|2181.99
R003610|E0014|training_fee|2025-12-19|2396.3
R003638|E0014|training_fee|2025-12-21|1288.68
R001515|E0014|training_fee|2025-12-23|2353.19
R001143|E0014|training_fee|2025-12-28|2036.1
R001150|E0014|travel_lodging|2025-02-14|586.47
R000961|E0014|travel_lodging|2025-03-20|852.51
R002217|E0014|travel_lodging|2025-03-29|326.62
R002103|E0014|travel_lodging|2025-04-09|486.0
R000883|E0014|travel_lodging|2025-05-11|608.82
R001072|E0014|travel_lodging|2025-06-01|964.78
R001848|E0014|travel_lodging|2025-06-01|315.73
R001420|E0014|travel_lodging|2025-06-21|1004.67
R003618|E0014|travel_lodging|2025-06-29|1081.72
R001412|E0014|travel_lodging|2025-07-23|1056.32
R000235|E0014|travel_lodging|2025-09-12|1033.94
R002002|E0014|travel_lodging|2025-11-20|899.56
R000872|E0014|travel_lodging|2025-12-04|561.84
R001379|E0014|travel_lodging|2025-12-06|1658.71
R002114|E0014|travel_lodging|2025-12-15|310.8
R000351|E0014|travel_lodging|2025-12-22|839.72
R001745|E0014|travel_lodging|2025-12-26|1011.67
R003974|E0014|travel_lodging|2025-12-29|326.52
R001179|E0015|business_entertainment|2025-01-29|1246.94
R002515|E0015|business_entertainment|2025-03-05|423.9
R001822|E0015|business_entertainment|2025-03-06|271.2
R000209|E0015|business_entertainment|2025-05-07|682.24
R003506|E0015|business_entertainment|2025-07-18|1025.71
R002042|E0015|business_entertainment|2025-09-11|862.38
R003268|E0015|business_entertainment|2025-10-26|566.54
R000765|E0015|business_entertainment|2025-11-20|708.37
R002525|E0015|business_entertainment|2025-12-01|510.76
R000089|E0015|business_entertainment|2025-12-29|1322.72
R002168|E0015|business_entertainment|2025-12-29|341.39
R000512|E0015|communication|2025-02-08|183.59
R000632|E0015|communication|2025-04-12|175.3
R001309|E0015|communication|2025-05-04|138.07
R001349|E0015|communication|2025-08-12|117.75
R000894|E0015|communication|2025-09-23|126.41
R003830|E0015|communication|2025-10-28|144.35
R001614|E0015|local_transport|2025-02-14|150.98
R000448|E0015|local_transport|2025-03-21|100.15
R000169|E0015|local_transport|2025-04-12|180.54
R002203|E0015|local_transport|2025-05-01|73.9
R003236|E0015|local_transport|2025-05-27|176.62
R002148|E0015|local_transport|2025-06-06|47.0
R001610|E0015|local_transport|2025-06-09|168.88
R004200|E0015|local_transport|2025-06-14|210.37
R000931|E0015|local_transport|2025-06-25|50.59
R001110|E0015|local_transport|2025-06-27|143.82
R001514|E0015|local_transport|2025-07-28|70.82
R002611|E0015|local_transport|2025-08-10|298.58
R002618|E0015|local_transport|2025-09-12|89.75
R001113|E0015|local_transport|2025-11-01|118.21
R001727|E0015|local_transport|2025-11-13|58.24
R001495|E0015|local_transport|2025-12-04|53.78
R002622|E0015|local_transport|2025-12-05|50.01
R001583|E0015|local_transport|2025-12-22|75.83
R001449|E0015|office_supplies|2025-02-05|480.35
R001912|E0015|office_supplies|2025-02-25|172.24
R002789|E0015|office_supplies|2025-04-24|424.57
R003002|E0015|office_supplies|2025-05-06|486.5
R003072|E0015|office_supplies|2025-05-13|423.29
R003152|E0015|office_supplies|2025-07-22|399.87
R000295|E0015|office_supplies|2025-08-01|178.48
R000832|E0015|office_supplies|2025-08-31|209.53
R001572|E0015|office_supplies|2025-10-31|234.58
R001603|E0015|office_supplies|2025-11-13|285.19
R000156|E0015|office_supplies|2025-12-06|378.16
R003094|E0015|office_supplies|2025-12-21|155.36
R000277|E0015|office_supplies|2025-12-22|186.39
R001971|E0015|office_supplies|2025-12-24|238.7
R003429|E0015|office_supplies|2025-12-24|181.9
R002522|E0015|office_supplies|2025-12-27|420.03
R001946|E0015|training_fee|2025-01-05|1680.15
R004043|E0015|training_fee|2025-01-12|1426.53
R001881|E0015|training_fee|2025-01-19|2611.66
R002331|E0015|training_fee|2025-02-10|2390.31
R003061|E0015|training_fee|2025-02-26|2040.61
R000433|E0015|training_fee|2025-05-26|2101.0
R000613|E0015|training_fee|2025-10-30|1838.86
R000739|E0015|training_fee|2025-11-10|2930.22
R000657|E0015|training_fee|2025-11-20|2223.92
R002692|E0015|training_fee|2025-12-01|1956.47
R002569|E0015|training_fee|2025-12-10|2420.28
R001161|E0015|training_fee|2025-12-24|2358.03
R000072|E0015|travel_lodging|2025-01-12|640.93
R000196|E0015|travel_lodging|2025-02-07|484.57
R001694|E0015|travel_lodging|2025-02-15|332.24
R002559|E0015|travel_lodging|2025-02-26|452.38
R004003|E0015|travel_lodging|2025-03-12|292.01
R000826|E0015|travel_lodging|2025-03-24|945.75
R003985|E0015|travel_lodging|2025-05-28|221.74
R003355|E0015|travel_lodging|2025-06-08|579.78
R003382|E0015|travel_lodging|2025-06-26|566.37
R003383|E0015|travel_lodging|2025-07-08|394.37
R000679|E0015|travel_lodging|2025-08-01|260.4
R002295|E0015|travel_lodging|2025-08-23|269.25
R000499|E0015|travel_lodging|2025-11-13|1046.18
R003087|E0015|travel_lodging|2025-11-24|254.05
R000471|E0015|travel_lodging|2025-12-04|1243.59
R001814|E0015|travel_lodging|2025-12-05|334.22
R002291|E0015|travel_lodging|2025-12-13|697.63
R001326|E0016|business_entertainment|2025-01-24|819.71
R003614|E0016|business_entertainment|2025-03-03|502.96
R000624|E0016|business_entertainment|2025-05-23|517.61
R002573|E0016|business_entertainment|2025-05-28|767.36
R001784|E0016|business_entertainment|2025-06-10|399.68
R001172|E0016|business_entertainment|2025-08-24|806.34
R002895|E0016|business_entertainment|2025-12-02|1608.88
R003923|E0016|business_entertainment|2025-12-16|1340.85
R003290|E0016|business_entertainment|2025-12-17|505.74
R004117|E0016|business_entertainment|2025-12-21|760.45
R003659|E0016|communication|2025-03-21|185.61
R000925|E0016|communication|2025-03-23|190.95
R001494|E0016|communication|2025-03-23|282.83
R000093|E0016|communication|2025-06-11|120.56
R001645|E0016|communication|2025-08-16|181.29
R002107|E0016|communication|2025-09-06|184.01
R004084|E0016|communication|2025-11-27|170.82
R000518|E0016|communication|2025-12-22|176.06
R001404|E0016|local_transport|2025-01-20|187.18
R002762|E0016|local_transport|2025-02-11|172.45
R000643|E0016|local_transport|2025-02-23|71.81
R002398|E0016|local_transport|2025-03-02|48.44
R003546|E0016|local_transport|2025-06-18|124.37
R000489|E0016|local_transport|2025-08-19|182.0
R003957|E0016|local_transport|2025-09-02|452.22
R003958|E0016|local_transport|2025-10-11|88.1
R003858|E0016|office_supplies|2025-01-28|264.07
R002153|E0016|office_supplies|2025-02-27|169.45
R000458|E0016|office_supplies|2025-02-28|379.28
R003997|E0016|office_supplies|2025-03-01|194.49
R004164|E0016|office_supplies|2025-03-16|215.45
R003489|E0016|office_supplies|2025-03-28|298.99
R002799|E0016|office_supplies|2025-05-05|448.07
R001227|E0016|office_supplies|2025-06-08|418.32
R003874|E0016|office_supplies|2025-07-08|321.47
R000494|E0016|office_supplies|2025-07-20|377.06
R001119|E0016|office_supplies|2025-08-06|373.73
R001005|E0016|office_supplies|2025-08-08|337.89
R001092|E0016|office_supplies|2025-09-13|490.97
R001880|E0016|office_supplies|2025-10-28|430.52
R000178|E0016|office_supplies|2025-12-31|190.73
R002427|E0016|office_supplies|2025-12-31|156.27
R001468|E0016|training_fee|2025-03-18|3120.41
R002422|E0016|training_fee|2025-03-24|2541.18
R000091|E0016|training_fee|2025-06-09|2778.55
R002255|E0016|training_fee|2025-09-01|1902.72
R000935|E0016|training_fee|2025-11-06|2946.74
R000790|E0016|training_fee|2025-12-26|2606.13
R000474|E0016|travel_lodging|2025-01-27|725.84
R002576|E0016|travel_lodging|2025-02-13|1398.9
R000144|E0016|travel_lodging|2025-04-03|916.03
R000749|E0016|travel_lodging|2025-05-01|474.85
R000219|E0016|travel_lodging|2025-05-21|415.1
R001431|E0016|travel_lodging|2025-06-02|514.65
R003409|E0016|travel_lodging|2025-08-24|505.81
R001081|E0016|travel_lodging|2025-09-26|1152.57
R001534|E0016|travel_lodging|2025-10-25|1677.55
R001046|E0016|travel_lodging|2025-12-28|1383.68
R001813|E0017|business_entertainment|2025-01-27|435.03
R000740|E0017|business_entertainment|2025-02-14|559.73
R001741|E0017|business_entertainment|2025-06-29|305.22
R001427|E0017|business_entertainment|2025-07-16|619.11
R002703|E0017|business_entertainment|2025-10-14|1269.42
R001613|E0017|business_entertainment|2025-11-07|760.25
R003083|E0017|communication|2025-01-05|132.03
R001268|E0017|communication|2025-02-08|213.25
R000614|E0017|communication|2025-02-28|175.38
R001070|E0017|communication|2025-03-27|143.07
R003113|E0017|communication|2025-04-13|256.47
R002099|E0017|communication|2025-04-20|227.27
R002130|E0017|communication|2025-04-27|245.27
R001988|E0017|communication|2025-05-07|166.92
R001566|E0017|communication|2025-07-05|199.15
R002917|E0017|communication|2025-07-07|132.01
R003304|E0017|communication|2025-08-30|220.87
R002196|E0017|communication|2025-09-12|226.82
R002304|E0017|communication|2025-12-22|109.51
R002503|E0017|local_transport|2025-01-20|89.28
R003080|E0017|local_transport|2025-01-29|83.69
R001936|E0017|local_transport|2025-02-09|262.23
R000574|E0017|local_transport|2025-03-25|65.25
R002386|E0017|local_transport|2025-05-18|419.66
R003208|E0017|local_transport|2025-07-21|87.7
R002284|E0017|local_transport|2025-08-29|133.5
R001901|E0017|local_transport|2025-10-27|70.54
R002716|E0017|office_supplies|2025-07-12|324.45
R001527|E0017|office_supplies|2025-07-27|464.09
R003593|E0017|office_supplies|2025-09-16|326.34
R003076|E0017|office_supplies|2025-11-24|478.53
R002464|E0017|office_supplies|2025-12-23|308.03
R001908|E0017|training_fee|2025-09-01|1906.62
R003248|E0017|training_fee|2025-09-30|1342.48
R000653|E0017|training_fee|2025-10-13|1567.74
R002208|E0017|travel_lodging|2025-01-18|746.46
R002677|E0017|travel_lodging|2025-01-25|618.76
R001243|E0017|travel_lodging|2025-03-11|1253.8
R001173|E0017|travel_lodging|2025-04-21|522.91
R001439|E0017|travel_lodging|2025-05-03|1083.69
R001228|E0017|travel_lodging|2025-05-09|1375.34
R000996|E0017|travel_lodging|2025-05-22|476.1
R002734|E0017|travel_lodging|2025-06-18|665.71
R003050|E0017|travel_lodging|2025-07-04|794.95
R003537|E0017|travel_lodging|2025-07-16|979.05
R002869|E0017|travel_lodging|2025-09-22|997.99
R001766|E0017|travel_lodging|2025-10-01|801.45
R002043|E0017|travel_lodging|2025-10-27|1047.98
R000214|E0017|travel_lodging|2025-11-21|772.95
R002877|E0017|travel_lodging|2025-12-10|501.84
R002221|E0017|travel_lodging|2025-12-25|408.63
R002589|E0018|business_entertainment|2025-01-09|1008.69
R000701|E0018|business_entertainment|2025-02-17|829.44
R000623|E0018|business_entertainment|2025-02-23|903.9
R000992|E0018|business_entertainment|2025-07-07|917.63
R002407|E0018|business_entertainment|2025-08-02|916.17
R002102|E0018|business_entertainment|2025-10-13|284.21
R002454|E0018|business_entertainment|2025-10-16|749.93
R003044|E0018|business_entertainment|2025-10-22|1446.3
R001026|E0018|business_entertainment|2025-11-14|1093.06
R001532|E0018|business_entertainment|2025-12-08|745.42
R002802|E0018|business_entertainment|2025-12-30|1648.47
R002229|E0018|communication|2025-03-06|218.55
R003078|E0018|communication|2025-03-07|204.06
R002989|E0018|communication|2025-05-12|207.45
R001270|E0018|communication|2025-05-29|274.59
R001519|E0018|communication|2025-07-06|179.05
R001567|E0018|communication|2025-07-11|121.12
R002954|E0018|communication|2025-08-27|280.4
R003626|E0018|communication|2025-10-04|195.73
R003222|E0018|communication|2025-12-03|202.64
R002265|E0018|communication|2025-12-30|233.38
R000775|E0018|local_transport|2025-01-10|321.93
R003808|E0018|local_transport|2025-05-07|54.47
R003843|E0018|local_transport|2025-05-09|124.0
R000496|E0018|local_transport|2025-05-21|88.23
R003454|E0018|local_transport|2025-06-19|40.19
R000556|E0018|local_transport|2025-07-12|140.16
R002609|E0018|local_transport|2025-07-16|249.57
R002017|E0018|local_transport|2025-08-01|344.25
R003420|E0018|local_transport|2025-08-15|84.65
R002965|E0018|local_transport|2025-09-03|62.53
R002986|E0018|local_transport|2025-10-09|79.13
R003211|E0018|local_transport|2025-11-22|50.34
R002767|E0018|local_transport|2025-12-22|349.56
R002828|E0018|local_transport|2025-12-30|234.19
R003384|E0018|office_supplies|2025-02-04|454.34
R000841|E0018|office_supplies|2025-02-12|205.23
R003119|E0018|office_supplies|2025-03-06|254.19
R000140|E0018|office_supplies|2025-04-08|400.28
R002759|E0018|office_supplies|2025-04-12|394.37
R003125|E0018|office_supplies|2025-05-09|412.63
R002987|E0018|office_supplies|2025-05-16|409.97
R002326|E0018|office_supplies|2025-05-20|200.19
R001620|E0018|office_supplies|2025-06-19|284.28
R000212|E0018|office_supplies|2025-06-20|368.99
R000038|E0018|office_supplies|2025-09-16|390.75
R000977|E0018|office_supplies|2025-09-25|444.55
R003199|E0018|office_supplies|2025-12-03|328.11
R002272|E0018|office_supplies|2025-12-13|415.48
R002676|E0018|office_supplies|2025-12-31|372.77
R001490|E0018|training_fee|2025-01-14|3110.99
R001260|E0018|training_fee|2025-03-17|2310.58
R001351|E0018|training_fee|2025-03-29|2767.14
R002411|E0018|training_fee|2025-03-29|2517.5
R001846|E0018|training_fee|2025-04-12|1719.22
R002224|E0018|training_fee|2025-04-27|1579.79
R003579|E0018|training_fee|2025-05-30|1335.85
R003227|E0018|training_fee|2025-06-06|2766.6
R002369|E0018|training_fee|2025-06-27|3179.41
R001947|E0018|training_fee|2025-08-18|1521.65
R000954|E0018|training_fee|2025-10-01|2309.34
R000633|E0018|training_fee|2025-10-23|1605.3
R003946|E0018|travel_lodging|2025-03-01|706.52
R000266|E0018|travel_lodging|2025-03-14|304.18
R003025|E0018|travel_lodging|2025-03-16|447.21
R002119|E0018|travel_lodging|2025-04-05|356.84
R002262|E0018|travel_lodging|2025-04-05|521.38
R003154|E0018|travel_lodging|2025-06-02|2087.09
R003326|E0018|travel_lodging|2025-06-23|627.47
R000304|E0018|travel_lodging|2025-07-08|591.87
R003497|E0018|travel_lodging|2025-09-03|401.37
R003479|E0018|travel_lodging|2025-09-12|429.21
R002624|E0018|travel_lodging|2025-10-27|415.2
R000274|E0018|travel_lodging|2025-11-05|1346.61
R003205|E0018|travel_lodging|2025-12-07|866.76
R000080|E0018|travel_lodging|2025-12-11|516.99
R003730|E0019|business_entertainment|2025-01-12|456.19
R002324|E0019|business_entertainment|2025-02-15|1307.69
R000050|E0019|business_entertainment|2025-02-23|706.49
R001541|E0019|business_entertainment|2025-03-08|672.72
R004148|E0019|business_entertainment|2025-03-18|780.23
R000500|E0019|business_entertainment|2025-03-21|569.32
R002308|E0019|business_entertainment|2025-06-26|584.57
R000596|E0019|business_entertainment|2025-08-19|1270.52
R001589|E0019|business_entertainment|2025-10-17|964.46
R003404|E0019|business_entertainment|2025-11-14|473.81
R001422|E0019|business_entertainment|2025-12-01|685.03
R004054|E0019|business_entertainment|2025-12-15|298.26
R001504|E0019|communication|2025-02-27|152.23
R003689|E0019|communication|2025-04-24|140.78
R000542|E0019|communication|2025-10-04|253.57
R003632|E0019|communication|2025-11-22|157.97
R002963|E0019|communication|2025-12-01|207.51
R002430|E0019|communication|2025-12-16|211.76
R001201|E0019|local_transport|2025-01-01|297.49
R003257|E0019|local_transport|2025-01-20|94.28
R002887|E0019|local_transport|2025-01-29|154.31
R003690|E0019|local_transport|2025-03-15|112.98
R001524|E0019|local_transport|2025-07-22|215.06
R002094|E0019|local_transport|2025-08-07|72.8
R003885|E0019|local_transport|2025-09-09|88.41
R002593|E0019|local_transport|2025-09-24|182.03
R002244|E0019|local_transport|2025-09-29|277.98
R000891|E0019|local_transport|2025-10-08|52.85
R001720|E0019|local_transport|2025-11-01|90.79
R003204|E0019|local_transport|2025-11-07|69.41
R000269|E0019|local_transport|2025-11-26|166.07
R001421|E0019|local_transport|2025-11-27|322.57
R003648|E0019|local_transport|2025-12-10|104.52
R000627|E0019|office_supplies|2025-01-06|199.8
R003174|E0019|office_supplies|2025-01-17|248.31
R000984|E0019|office_supplies|2025-03-19|366.92
R002249|E0019|office_supplies|2025-04-29|292.51
R002648|E0019|office_supplies|2025-04-29|144.92
R000960|E0019|office_supplies|2025-05-04|241.17
R000742|E0019|office_supplies|2025-05-06|198.67
R000490|E0019|office_supplies|2025-05-21|432.45
R001763|E0019|office_supplies|2025-07-11|411.79
R001975|E0019|office_supplies|2025-07-15|178.94
R001721|E0019|office_supplies|2025-07-28|301.54
R003483|E0019|office_supplies|2025-08-21|421.32
R001715|E0019|office_supplies|2025-09-21|367.76
R000114|E0019|office_supplies|2025-10-12|473.89
R003442|E0019|office_supplies|2025-12-04|378.25
R001787|E0019|office_supplies|2025-12-17|348.13
R000149|E0019|office_supplies|2025-12-29|238.72
R001135|E0019|training_fee|2025-01-18|2729.81
R003397|E0019|training_fee|2025-06-19|2494.9
R001342|E0019|training_fee|2025-07-15|3129.22
R003120|E0019|training_fee|2025-07-22|2840.2
R000284|E0019|training_fee|2025-08-16|2202.04
R002874|E0019|training_fee|2025-09-18|2070.06
R000639|E0019|training_fee|2025-10-04|2187.6
R003037|E0019|training_fee|2025-12-16|2604.8
R001602|E0019|travel_lodging|2025-02-10|361.78
R000543|E0019|travel_lodging|2025-04-09|458.33
R002172|E0019|travel_lodging|2025-08-03|1649.31
R000929|E0019|travel_lodging|2025-12-13|523.54
R001368|E0019|travel_lodging|2025-12-14|1187.56
R001887|E0019|travel_lodging|2025-12-15|614.68
R001867|E0019|travel_lodging|2025-12-29|972.09
R003978|E0020|business_entertainment|2025-02-17|521.41
R004015|E0020|business_entertainment|2025-03-13|1177.71
R000644|E0020|business_entertainment|2025-03-19|458.37
R000055|E0020|business_entertainment|2025-04-03|999.76
R001726|E0020|business_entertainment|2025-04-11|801.84
R000914|E0020|business_entertainment|2025-06-02|1313.02
R001830|E0020|business_entertainment|2025-06-11|1286.27
R004206|E0020|business_entertainment|2025-07-10|999.76
R003242|E0020|business_entertainment|2025-09-28|871.1
R003863|E0020|communication|2025-01-09|184.18
R003867|E0020|communication|2025-01-28|208.99
R002187|E0020|communication|2025-02-12|114.0
R001376|E0020|communication|2025-03-04|194.9
R004177|E0020|communication|2025-03-18|252.92
R001586|E0020|communication|2025-03-26|105.33
R003104|E0020|communication|2025-04-05|215.47
R001169|E0020|communication|2025-06-18|213.71
R001615|E0020|communication|2025-06-27|249.51
R003780|E0020|communication|2025-08-14|172.12
R000839|E0020|communication|2025-11-14|187.37
R002619|E0020|local_transport|2025-01-24|148.66
R001961|E0020|local_transport|2025-02-09|59.73
R002674|E0020|local_transport|2025-03-12|72.6
R004155|E0020|local_transport|2025-03-25|50.24
R001673|E0020|local_transport|2025-04-04|58.46
R004019|E0020|local_transport|2025-04-20|55.95
R001107|E0020|local_transport|2025-07-15|78.86
R001641|E0020|local_transport|2025-07-20|82.59
R000737|E0020|local_transport|2025-09-15|65.43
R002251|E0020|local_transport|2025-11-01|54.83
R003416|E0020|local_transport|2025-11-16|167.69
R003672|E0020|local_transport|2025-11-29|177.65
R000524|E0020|local_transport|2025-12-06|156.27
R000104|E0020|office_supplies|2025-03-02|489.0
R002420|E0020|office_supplies|2025-05-01|122.96
R002834|E0020|office_supplies|2025-08-31|444.49
R003010|E0020|office_supplies|2025-09-20|364.24
R000611|E0020|office_supplies|2025-10-29|485.34
R001428|E0020|office_supplies|2025-11-01|483.43
R002471|E0020|office_supplies|2025-11-28|273.65
R000890|E0020|training_fee|2025-03-14|2052.93
R000584|E0020|training_fee|2025-04-04|2666.32
R002845|E0020|training_fee|2025-05-02|1863.35
R000885|E0020|training_fee|2025-06-16|2679.8
R003850|E0020|training_fee|2025-08-02|3213.38
R002639|E0020|training_fee|2025-08-05|3105.23
R002927|E0020|training_fee|2025-10-27|2114.38
R002441|E0020|training_fee|2025-12-07|1672.97
R002666|E0020|training_fee|2025-12-12|1393.02
R002831|E0020|travel_lodging|2025-02-17|270.61
R003101|E0020|travel_lodging|2025-03-25|213.74
R003540|E0020|travel_lodging|2025-05-05|511.88
R003545|E0020|travel_lodging|2025-05-09|219.72
R002967|E0020|travel_lodging|2025-06-04|210.0
R001505|E0020|travel_lodging|2025-07-18|602.01
R002199|E0020|travel_lodging|2025-08-18|1263.98
R003919|E0020|travel_lodging|2025-08-20|399.29
R001821|E0020|travel_lodging|2025-08-27|312.6
R003387|E0020|travel_lodging|2025-09-03|872.37
R003531|E0020|travel_lodging|2025-09-04|382.33
R003650|E0020|travel_lodging|2025-09-19|426.83
R001153|E0020|travel_lodging|2025-09-21|331.89
R002072|E0020|travel_lodging|2025-10-03|1039.18
R003548|E0020|travel_lodging|2025-11-29|435.93
R003381|E0020|travel_lodging|2025-12-03|337.86
R004106|E0020|travel_lodging|2025-12-11|887.47
R000176|E0020|travel_lodging|2025-12-13|669.77
R003925|E0020|travel_lodging|2025-12-22|685.0
R002373|E0021|business_entertainment|2025-01-25|904.96
R002755|E0021|business_entertainment|2025-03-29|1736.69
R001030|E0021|business_entertainment|2025-04-07|555.98
R003220|E0021|business_entertainment|2025-04-19|340.1
R003608|E0021|business_entertainment|2025-07-20|618.76
R002047|E0021|business_entertainment|2025-08-14|980.94
R001739|E0021|business_entertainment|2025-08-21|769.38
R002744|E0021|business_entertainment|2025-09-28|329.1
R003583|E0021|business_entertainment|2025-10-07|827.38
R001844|E0021|business_entertainment|2025-10-27|810.98
R001116|E0021|business_entertainment|2025-12-14|528.19
R003155|E0021|communication|2025-01-22|182.68
R002242|E0021|communication|2025-04-14|221.84
R003166|E0021|communication|2025-05-02|248.58
R000999|E0021|communication|2025-06-19|135.22
R002749|E0021|communication|2025-09-07|117.69
R000660|E0021|communication|2025-10-20|282.82
R003647|E0021|communication|2025-10-26|226.33
R000933|E0021|communication|2025-11-17|107.23
R001276|E0021|communication|2025-12-02|190.17
R000441|E0021|local_transport|2025-03-11|335.09
R003991|E0021|local_transport|2025-03-20|83.64
R001337|E0021|local_transport|2025-06-16|218.89
R003753|E0021|local_transport|2025-06-29|172.89
R004018|E0021|local_transport|2025-07-13|292.68
R002182|E0021|local_transport|2025-07-31|42.72
R002630|E0021|local_transport|2025-10-28|56.26
R001324|E0021|local_transport|2025-11-03|208.98
R003893|E0021|local_transport|2025-12-14|175.85
R003899|E0021|local_transport|2025-12-26|80.79
R001206|E0021|office_supplies|2025-03-03|337.7
R001193|E0021|office_supplies|2025-06-01|124.22
R003322|E0021|office_supplies|2025-06-13|447.27
R000307|E0021|office_supplies|2025-06-15|185.33
R001328|E0021|office_supplies|2025-06-15|201.71
R000868|E0021|office_supplies|2025-07-15|404.84
R003734|E0021|office_supplies|2025-07-22|165.99
R001955|E0021|office_supplies|2025-08-02|320.59
R001405|E0021|office_supplies|2025-09-07|197.76
R003810|E0021|office_supplies|2025-10-23|162.11
R002581|E0021|office_supplies|2025-10-30|360.02
R001018|E0021|office_supplies|2025-11-10|133.45
R001299|E0021|office_supplies|2025-11-12|253.2
R000098|E0021|office_supplies|2025-12-17|302.52
R003307|E0021|office_supplies|2025-12-27|144.73
R003527|E0021|office_supplies|2025-12-31|344.67
R002672|E0021|training_fee|2025-01-09|1903.71
R001036|E0021|training_fee|2025-01-24|1922.4
R003377|E0021|training_fee|2025-02-23|2908.61
R002725|E0021|training_fee|2025-03-10|3051.19
R002261|E0021|training_fee|2025-03-23|1693.23
